,article_number,data_set,label_expert_a,label_expert_b,label_expert_c,label_council,newspaper_name,article_link
808,809,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/wirtschaft/soziales/deutsche-bank-und-co-es-geht-immer-noch-schlechter-a-1244367.html
809,810,expert,"{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/politik/ausland/donald-trump-us-demokraten-kuendigen-resolution-gegen-notstand-an-a-1254347.html
810,811,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': True, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': True, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': True, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/panorama/justiz/terror-amok-hassverbrechen-wo-sind-die-grenzen-a-1246362.html
811,812,expert,"{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/politik/deutschland/afd-meldet-erhalt-weiterer-parteispende-aus-dem-ausland-a-1238503.html
812,813,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/politik/ausland/brexit-vorkaempfer-nigel-farage-verlaesst-ukip-a-1241980.html
813,814,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/politik/ausland/ukraine-laesst-maenner-aus-russland-nicht-mehr-einreisen-a-1241190.html
814,815,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/politik/ausland/tuerkei-kurdenpolitiker-selahattin-demirtas-rechtskraeftig-verurteilt-a-1241958.html
815,816,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': True, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': True, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': True, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/politik/ausland/kiew-orthodoxe-bischoefe-in-der-ukraine-gruenden-neue-nationalkirche-a-1243941.html
816,817,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': True, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': True, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': True, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/panorama/justiz/christchurch-attentaeter-soll-weitere-attacken-geplant-haben-a-1258187.html
817,818,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Spiegel,http://www.spiegel.de/politik/deutschland/frauke-petry-prozess-wegen-meineid-verdachts-hat-begonnen-a-1253779.html
818,819,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Stern,https://www.stern.de/wirtschaft/auf-dieses-facebook-gewinnspiel-sollten-sie-besser-nicht-reinfallen-8475480.html
819,820,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': True, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': True, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Stern,https://www.stern.de/gesundheit/sexualitaet/app-intimarzt--diagnose-von-geschlechtskrankheiten---anonym-und-mithilfe-von-fotos-8621532.html
820,821,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Stern,https://www.stern.de/panorama/china-laesst-virtuelle-nachrichtensprecher-meldungen-vorlesen-8440764.html
821,822,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': True, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': True, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Stern,https://www.stern.de/genuss/essen/belgien--flandern-verbietet-halal--und-koscher-schlachtungen-8521328.html
822,823,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Stern,https://www.stern.de/digital/tests/polar-vantage-v-im-test--ein-neuer-massstab---aber-nicht-perfekt-8492712.html
823,824,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Stern,https://www.stern.de/panorama/gesellschaft/michael-jackson--zwei-maenner-erheben-anklage-gegen-den--king-of-pop--8602980.html
824,825,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Stern,https://www.stern.de/lifestyle/leute/pelz-statt-buessergewand--so-erschien-katie-price-vor-gericht-3205306.html
825,826,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Stern,https://www.stern.de/sport/fussball/fc-bayern-muenchen--die--trotz--reaktionen-der-bayern-akteure-8467846.html
826,827,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Stern,https://www.stern.de/politik/ausland/donald-trump--deutschland-soll-is-kaempfer-zurueckholen---warum-er-recht-hat-8585066.html
827,828,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Stern,https://www.stern.de/politik/ausland/donald-trump---werde-die-tuerkei-wirtschaftlich-zerstoeren--wenn-sie-kurden-angreift--8530046.html
828,829,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}",None,Stern,https://www.stern.de/panorama/weltgeschehen/nachrichten-aus-deutschland--drei-tote-bei-frontalcrash-im-sauerland-8584696.html
829,830,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Stern,https://www.stern.de/kultur/tv/dschungelcamp/dschungelcamp-2019--das-muessen-sie-ueber-evelyn-burdecki-wissen-8516496.html
830,831,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Stern,https://www.stern.de/politik/ausland/donald-trump--sonderermittler-dementiert-belastenden-bericht-ueber-ihn-8539446.html
831,832,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Stern,https://www.stern.de/kultur/tv/dschungelcamp/dschungelcamp--doch-nicht-so--schtrong---bastian-yotta-bricht-in-traenen-aus-8532620.html
832,833,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': True, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Stern,https://www.stern.de/kultur/film/kinotrailer/avengers--endgame---trailer-verspricht-einen-duesteren-marvel-film-8482276.html
